;Wind Speed;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density
874;5,8;6,49;636,479;3,92;0,46;1,2563394355353676
875;5,04;6,47;397,846;3,86;1,16;1,2566052217466004
876;4,19;6,48;130,067;4,18;1,51;1,255188748704905
877;4,46;6,48;260,263;4,22;1,29;1,2550118720000394
878;4,67;6,47;311,25;4,18;1,34;1,255188748704905
879;5,52;6,5;598,659;4,18;0,67;1,255188748704905
880;6,08;6,54;792,368;3,96;0,14;1,2561622953517404
881;5,45;6,49;630,232;3,96;0,55;1,2561622953517404
882;4,36;6,48;241,614;4,01;1,48;1,2559409270904824
883;5,03;6,48;410,117;4,13;1,0;1,2554099016225646
884;5,66;6,58;669,296;4,11;0,55;1,2554983805307545
885;6,32;6,68;933,977;4,11;0,06;1,2554983805307545
886;6,12;6,58;858,225;4,21;0,09;1,2550560873732612
887;6,18;6,7;969,086;4,23;0,02;1,2549676591623777
888;5,96;6,62;817,875;4,25;0,25;1,2548792410942875
889;5,4;6,49;620,092;4,28;0,55;1,2547466330122934
890;5,25;6,49;529,075;4,34;0,83;1,2544814853343293
891;6,55;6,96;1105,387;4,29;0,03;1,2547024353908802
892;5,06;6,48;470,986;4,47;0,95;1,2539073120810182
893;5,52;6,53;602,238;4,47;0,69;1,2539073120810182
894;6,36;6,82;1036,362;4,27;0,05;1,2547908331700899
895;5,71;6,57;744,941;4,31;0,38;1,2546140477577503
896;5,71;6,54;757,734;4,55;0,27;1,2535541879454404
897;6,42;6,98;1149,226;4,55;0,01;1,2535541879454404
898;6,27;6,79;1017,725;4,49;0,02;1,2538190158109648
899;6,29;6,7;982,476;4,53;0,01;1,2536424537421356
900;5,83;6,56;803,228;4,55;0,12;1,2535541879454404
901;6,14;6,64;851,264;4,57;0,18;1,2534659323086044
902;6,67;7,19;1272,354;4,28;0,01;1,2547466330122934
903;5,53;6,71;765,803;4,33;0,56;1,254525670271786
904;6,74;7,49;1348,723;4,57;0,33;1,2534659323086044
905;5,46;6,57;570,735;4,35;0,84;1,2544373029340694
906;5,15;6,49;528,461;4,68;0,72;1,2529807079592625
907;6,55;7,19;1224,036;4,72;0,11;1,2528043389810153
908;5,58;6,5;616,635;4,63;0,6;1,253201226367522
909;5,87;6,49;710,899;4,82;0,28;1,2523635945008853
910;5,31;6,48;511,066;4,69;0,84;1,2529366119019614
911;5,96;6,67;882,929;4,58;0,18;1,2534218083004556
912;5,8;6,52;771,219;4,54;0,26;1,2535983195738698
913;6,28;6,91;1058,764;4,62;0,09;1,253245337672642
914;5,07;6,47;480,652;4,49;0,96;1,2538190158109648
915;4,9;6,48;421,626;4,64;1,16;1,2531571176033893
916;5,15;6,48;455,739;4,87;1,0;1,2521433176286614
917;6,44;7,06;1166,454;4,67;0,07;1,2530248065581815
918;5,77;6,49;709,637;4,6;0,29;1,2533335679053366
919;6,28;6,76;1016,179;4,51;0,0;1,2537307296976563
920;5,17;6,57;555,995;4,3;0,88;1,2546582403059874
921;4,41;6,48;231,786;4,38;1,48;1,2543047709578161
922;5,5;6,56;621,462;4,31;0,59;1,2546140477577503
923;5,15;6,48;509,807;4,4;0,8;1,2542164289954252
924;5,26;6,53;571,101;4,29;0,8;1,2547024353908802
925;4,46;6,48;315,968;4,45;1,03;1,2539956185067709
926;5,48;6,5;598,789;4,47;0,7;1,2539073120810182
927;5,22;6,48;450,817;4,38;1,07;1,2543047709578161
928;4,89;6,47;400,524;4,4;1,13;1,2542164289954252
929;4,85;6,48;397,256;4,52;1,23;1,2536865904501076
930;4,96;6,48;489,939;4,54;0,89;1,2535983195738698
931;4,58;6,48;304,7;4,68;1,28;1,2529807079592625
932;5,51;6,48;571,922;4,59;0,68;1,2533776868326572
933;4,88;6,47;344,093;4,48;1,08;1,2538631626764636
934;3,0;4,44;-35,567;4,84;17,21;1,2522754761211068
935;3,12;0,48;-11,256;4,94;44,86;1,2518350368568434
936;3,84;5,68;68,429;5,18;5,03;1,2507790211172354
937;3,85;6,48;65,427;5,24;1,51;1,2505152464006495
938;4,28;6,48;134,439;5,19;1,37;1,2507350522949368
939;5,0;6,48;438,393;4,94;0,99;1,2518350368568434
940;4,59;6,47;306,819;4,75;1,2;1,2526720889391225
941;5,5;6,48;453,632;4,78;1,02;1,2525398617796282
942;3,5;5,48;35,154;4,9;9,64;1,2520111820317779
943;4,89;2,94;215,836;4,85;28,74;1,2522314207465408
944;5,86;6,51;782,639;4,49;0,15;1,2538190158109648
945;5,22;6,48;537,903;4,5;0,76;1,253774871484652
946;4,38;6,48;214,37;4,65;1,5;1,2531130113803712
947;5,12;6,5;537,93;4,55;0,79;1,2535541879454404
948;5,24;6,48;453,865;4,6;0,98;1,2533335679053366
949;4,74;6,47;227,064;4,51;1,42;1,2537307296976563
950;4,77;6,48;278,94;4,69;1,23;1,2529366119019614
951;3,62;4,44;142,484;4,61;17,01;1,2532894515186226
952;2,63;0,28;-10,532;4,86;45,0;1,2521873679156856
953;4,7;2,52;146,942;4,75;31,98;1,2526720889391225
954;5,67;6,49;677,756;4,6;0,37;1,2533335679053366
955;4,93;6,48;446,896;4,72;1,02;1,2528043389810153
956;5,43;6,48;572,828;4,62;0,62;1,253245337672642
957;5,66;6,51;703,471;4,45;0,36;1,2539956185067709
958;5,22;6,48;481,562;4,26;0,95;1,2548350358641336
959;4,54;6,47;264,656;4,19;1,35;1,2551445257258327
960;3,63;6,48;36,89;4,36;1,51;1,2543931230711411
961;3,66;6,48;55,31;4,48;1,51;1,2538631626764636
962;4,04;6,48;161,52;4,57;1,48;1,2534659323086044
963;4,57;6,48;256,013;4,51;1,46;1,2537307296976563
964;3,99;6,48;131,692;4,59;1,51;1,2533776868326572
965;3,92;6,48;94,877;4,73;1,51;1,252760253091435
966;4,09;6,48;143,872;4,6;1,5;1,2533335679053366
967;6,11;6,59;777,968;4,2;0,32;1,255100305281905
968;4,36;6,48;245,946;4,35;1,43;1,2544373029340694
969;4,26;6,48;202,724;4,6;1,41;1,2533335679053366
970;5,1;6,47;448,663;4,5;1,0;1,253774871484652
971;3,71;6,47;94,586;4,51;1,51;1,2537307296976563
972;3,43;6,48;42,459;4,7;1,51;1,252892518386403
973;4,27;6,48;245,031;4,82;1,31;1,2523635945008853
974;4,9;6,47;372,587;4,65;1,22;1,2531130113803712
975;4,72;6,48;299,497;4,73;1,18;1,252760253091435
976;5,22;6,48;430,146;4,63;1,1;1,253201226367522
977;4,41;6,47;207,912;4,77;1,45;1,2525839349567651
978;5,18;6,48;491,997;4,61;0,85;1,2532894515186226
979;4,6;6,48;303,857;4,4;1,25;1,2542164289954252
980;4,27;6,48;246,838;4,44;1,46;1,254039775527706
981;3,41;6,48;55,382;4,43;1,51;1,2540839350871709
982;3,93;6,48;151,879;4,24;1,51;1,2549234488604146
983;4,5;6,48;248,785;4,32;1,41;1,2545698577463047
984;4,08;6,48;292,741;4,43;1,32;1,2540839350871709
985;4,72;6,48;331,049;4,7;1,28;1,252892518386403
986;5,47;6,48;602,428;4,58;0,58;1,2534218083004556
987;4,74;6,47;314,712;4,58;1,31;1,2534218083004556
988;4,15;6,48;196,043;4,54;1,31;1,2535983195738698
989;4,56;6,47;272,382;4,39;1,3;1,2542605987076871
990;3,93;6,48;110,477;4,55;1,5;1,2535541879454404
991;2,96;4,39;-7,975;4,73;17,61;1,252760253091435
992;4,41;2,95;97,279;4,44;27,29;1,254039775527706
993;4,78;6,48;340,391;4,45;1,32;1,2539956185067709
994;3,74;6,48;71,576;4,75;1,49;1,2526720889391225
995;5,83;6,54;746,173;4,81;0,29;1,2524076575058556
996;5,91;6,61;880,799;4,71;0,08;1,2528484274127127
997;5,2;6,48;531,192;4,51;0,8;1,2537307296976563
998;5,77;6,54;772,954;4,46;0,19;1,2539514640244982
999;4,84;6,47;383,076;4,38;1,1;1,2543047709578161
1000;5,44;6,62;669,148;4,56;0,53;1,2535100588569756
1001;4,35;6,47;230,864;4,57;1,44;1,2534659323086044
1002;5,67;6,56;695,618;4,53;0,49;1,2536424537421356
1003;5,52;6,5;665,034;4,6;0,42;1,2533335679053366
1004;5,83;6,54;766,518;4,61;0,24;1,2532894515186226
1005;5,45;6,48;552,463;4,65;0,75;1,2531130113803712
1006;6,08;6,84;924,582;4,59;0,31;1,2533776868326572
1007;5,31;6,48;507,752;4,6;0,84;1,2533335679053366
